"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Middle East & North Africa (excluding high income)","MNA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","16.39486","16.54676","18.47699","19.93757","20.97082","22.85345","24.71331","26.59398","28.50828","29.6427","30.5353","31.23244","32.45844","33.41935","34.49951","35.66422","37.58226","39.06077","40.04394","41.38714","44.10312","44.81082","44.97919","46.5842","49.16294","49.89786","50.60875","52.48074","54.21987","56.04599","57.27447","58.15786","58.92159","60.1101","61.26398","61.3243","61.72198","61.31596","62.74357","64.60698","64.78242","67.54172","67.99245","64.96358","65.30866","66.12616","67.14597","67.83487","68.33189","","","",
"Montenegro","MNE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.01731","90.02813","89.75502","","","",
"Mongolia","MNG","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.01542","69.01817","66.03551","67.36067","65.21328","68.71792","74.52873","77.75242","81.96297","85.29388","87.28897","86.07653","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.96208","5.03331","4.90924","5.20334","","","","2.27494","2.6864","2.88699","3.65825","","3.61007","6.19617","8.01473","9.48448","11.10996","13.5091","14.97363","16.36","16.93053","19.352","19.86617","19.3244","","","","","","",
"Mauritania","MRT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.08068","11.87911","","11.91244","13.22201","13.60331","","","","","","20.85681","20.44741","22.71546","24.16832","28.27759","28.5148","31.72382","","","",
"Mauritius","MUS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","41.33921","40.12855","","","","","","","","","","","","","","","","65.28922","66.51573","67.60967","69.91733","74.01847","","79.77912","","","","","","","","","","","87.79956","86.74572","87.69854","87.0561","","","",
"Malawi","MWI","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.10326","25.9745","24.5936","23.65537","","22.06605","21.67129","23.5991","23.63527","25.88","26.67388","28.37883","29.23264","29.2454","31.64016","33.05665","33.95577","32.20138","","34.76096","","","",
"Malaysia","MYS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","30.37048","32.26457","34.55265","","","","","","","","","","","","","","","","","","","","","","","","","","79.31866","78.40348","78.43881","78.30474","77.85817","84.73717","85.11847","79.89456","81.8068","76.86121","76.54197","76.588","76.90315","77.05669","78.35515","78.93621","77.54029","","76.86952","77.62036","75.42821","","","",
"North America","NAC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","89.80484","90.00545","88.5379","87.07852","85.62007","85.38716","87.15996","88.97001","90.01767","90.67475","89.39361","89.6473","89.89935","88.17004","88.02895","89.09696","86.78393","89.63641","90.64461","90.19156","89.581","89.54514","89.54421","89.94213","88.85594","90.11209","90.46793","90.2044","91.04777","92.64743","92.81398","93.62134","93.61716","","","",
"Namibia","NAM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.79001","43.20499","46.73277","48.82428","53.53514","51.08602","52.59491","54.63246","55.86389","57.81182","","","","","","","","","","","","","","",
"New Caledonia","NCL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","0.73599","","0.92946","1.16387","1.39112","1.58848","","1.99391","","","","","","","","","3.08281","3.33299","","","","","","3.9413","","4.07858","","4.06247","4.21628","4.73061","5.75062","6.7604","","6.81181","7.26373","7.37037","9.11368","9.35062","","","12.4236","13.72503","","17.06071","","","","",
"Nigeria","NGA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","11.71712","","","","","","","","","22.00323","","","23.82748","20.66145","21.5357","22.67381","24.69305","","25.7447","","","","","","","","","","","37.84051","39.76658","42.20082","","44.52692","47.36928","49.42487","","","","52.40421","","","","","","","","","","","",
"Netherlands","NLD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","65.53423","69.02473","71.57332","74.05477","75.57064","79.57087","80.89294","81.64654","81.58852","81.60496","81.82735","82.98648","84.51994","86.22055","86.50565","90.01309","89.51587","87.47191","85.75114","84.88268","84.73341","85.77496","87.51836","","91.23474","91.1966","89.77776","","91.28279","","","89.47284","88.55526","89.21885","87.84559","89.22556","89.17282","88.76454","88.23375","88.50049","89.71146","90.19554","","","93.23838","93.80068","93.74044","","","","",
"Norway","NOR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","81.52149","83.72982","","85.48519","86.28121","","87.25526","87.74356","87.72016","86.7118","86.21487","86.61881","88.40258","88.39777","89.15286","90.80926","","","","96.79393","96.54876","95.65375","95.21821","94.81912","94.69751","95.55174","96.637","97.21807","97.61611","97.79597","96.84956","95.93941","95.43126","95.08988","95.16759","95.19423","95.57377","95.91824","96.14233","95.62558","","","","",
"Nepal","NPL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4615","44.85088","","","","","","","","56.2333","58.58795","","62.81848","","",
"Nauru","NRU","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","48.43424","","","","","","","","","","","","","","","","","","","","","","","","","","","68.18182","","74.25743","","72.9097","","","","","",
"New Zealand","NZL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","81.09825","","81.6186","80.53305","81.20826","82.36259","84.38122","83.79767","83.00498","82.6006","82.84559","83.61409","84.18599","84.90877","86.72767","87.70922","","93.92109","90.4316","93.93946","92.2457","","","","","","","","","","","","","","","","95.63183","95.75358","96.27579","96.97938","97.71525","","","","",
"OECD members","OED","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","72.19361","72.60398","72.18098","71.80829","71.67059","72.45719","73.5387","75.60416","77.30247","78.14952","78.56221","78.80927","78.91604","78.93611","79.94168","81.52584","81.70078","83.32874","84.4627","85.30231","85.48944","85.60443","85.83826","85.72515","85.98374","86.39243","86.32804","87.41252","88.28568","89.09883","89.36063","89.77384","89.81395","","","",
"Oman","OMN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","6.72821","","","","","","","","","","","47.72737","","","","","","64.7254","68.07691","71.87923","72.95842","74.09738","","","","","","87.67758","","88.39111","89.45237","92.3263","","93.90357","94.66035","92.41487","93.15358","","","",
"Other small states","OSS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","33.38151","33.3322","33.48067","33.39035","33.36161","33.50469","33.85856","34.07453","34.3631","34.37366","34.02835","33.9646","34.22738","35.71382","37.02097","37.71779","38.65307","38.98886","39.84991","40.59934","41.45159","41.64523","41.91999","43.11165","43.84274","45.45982","46.56596","48.0463","49.12939","49.27895","49.74518","50.02595","51.03843","51.60479","51.48634","52.12797","52.39899","52.93968","53.25687","53.59265","54.08654","","","","",
"Pakistan","PAK","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.53007","27.99058","28.04883","28.63995","","28.5908","29.17486","30.0021","","30.4412","31.91571","31.62959","34.18399","","","",
"Panama","PAN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.00137","61.25926","63.36285","65.09736","","64.48259","64.54137","","","66.10004","66.36634","68.58165","68.39254","","72.99069","71.80451","72.08741","","65.94409","","","","",
"Peru","PER","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","22.8055","","","","","","","","","","","41.71262","","","","","","","","","","","","","","51.89509","","","58.92529","59.53589","61.47621","64.33569","65.26672","","66.17207","67.15178","70.0323","74.32157","76.59316","79.59229","79.51214","80.15817","75.26713","80.51175","80.06639","79.97777","82.59675","84.72109","87.71031","","","",
"Philippines","PHL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.87802","52.17929","","55.37757","59.92832","62.61296","64.81646","64.56834","64.82426","65.45874","65.7531","66.32326","","","","","72.09681","71.3301","","","","","","",
"Palau","PLW","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.18538","","","","","",
"Poland","POL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.01562","92.09559","92.89068","93.63145","93.75431","92.39831","93.68388","93.48714","93.00691","92.28063","91.37033","90.70257","90.0593","90.00423","91.49385","91.91535","93.03199","93.71875","94.23769","","","","",
"Pre-demographic dividend","PRE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.44277","14.45191","14.48769","14.68136","14.63327","14.58592","14.93036","15.18335","15.80981","16.65368","17.42858","18.32195","19.42887","20.13448","20.68107","21.12581","23.28003","24.93558","26.74966","27.02615","27.39594","28.61577","29.23948","30.08896","30.80293","31.79068","32.19886","","","",
"Puerto Rico","PRI","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.75945","80.59137","83.18978","84.80662","84.86527","79.2919","","","","","",
"Korea, Dem. People's Rep.","PRK","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","20.94761","22.34133","","30.12582","","33.04167","","","","","","","","","","","","","","","74.88591","80.82802","78.7465","","","","84.07277","84.75334","82.38314","81.76556","84.5302","","86.48405","86.70095","","","","","","","93.54674","","","94.51904","95.3391","","","","",
"Paraguay","PRY","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.36397","","39.56196","","44.42169","47.44292","","53.22565","54.60253","55.97216","58.11998","59.02617","59.65706","60.29087","61.81727","62.38493","63.58177","65.43847","65.97249","","","","","","","","","",
"West Bank and Gaza","PSE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.25263","76.53146","78.10359","80.11797","82.68465","86.25647","87.52771","89.09662","89.02642","89.02184","87.64055","86.20611","85.31771","85.35428","85.47237","86.04185","87.5119","89.13671","91.22223","91.23447","","","",
"Pacific island small states","PSS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.14225","59.74247","57.27148","58.34748","61.08438","61.12962","63.31227","63.49153","65.44541","64.50155","65.64568","66.88596","68.70291","69.06271","68.44139","67.90234","","","","","","","","",
"Post-demographic dividend","PST","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","79.36094","79.7751","79.3721","79.20982","78.91974","79.61672","80.76645","82.91148","84.64188","85.51931","86.01589","86.05952","85.72396","85.44608","85.89081","86.79652","86.26912","87.76586","88.65809","88.77388","88.83496","88.65877","88.86081","89.15075","88.99356","89.04744","89.17324","89.25983","89.9234","90.65271","90.91031","91.23268","91.30044","","","",
"French Polynesia","PYF","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","58.99967","","","65.15376","63.4174","64.44154","","","","","","74.81371","","","","","","","80.02673","79.93729","","","80.41887","","87.5413","86.77164","85.25507","","","","91.7859","","","","","","","","","","","",
"Romania","ROU","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.46326","72.28094","","","","","","","","","","","","","","","","","85.6337","85.00035","83.08875","83.3281","","","","",
"Russian Federation","RUS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.09739","93.29566","","","90.97303","","","","",
"Rwanda","RWA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.19663","30.40812","","38.78909","","","",
"South Asia","SAS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.80551","33.97282","34.97668","36.88717","38.99922","40.04722","41.93262","43.36306","45.346","47.45936","47.73063","50.50826","52.92137","55.34663","57.33574","57.93256","58.25063","58.6056","60.23083","60.07847","","","",
"Saudi Arabia","SAU","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.8964","","","","","","","88.3073","88.96857","94.10711","","","",
"Sudan","SDN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.72621","","","","","","","","","","",
"Senegal","SEN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.59931","17.09932","18.11862","","","","","","","","","","","39.42459","","","","",
"Singapore","SGP","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.53389","99.79816","","","","",
"Solomon Islands","SLB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.47378","16.80548","20.11714","25.87383","","","","30.75633","28.91144","","","","","","","","","","","","","","",
"Sierra Leone","SLE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.35355","","31.34342","","38.12873","41.00903","","","",
"El Salvador","SLV","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.39215","49.15542","52.85267","","","57.7526","56.98511","57.11688","57.8461","59.33767","61.71153","63.77506","65.69178","67.69709","67.48863","66.13285","64.81167","60.83482","62.55455","","","",
"San Marino","SMR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","44.76117","45.68289","46.875","","","52.09424","","","","","","","","","","50.84444","","","","46.0039","","","","","","","","","","","","","","","","","","62.5","","","",
"Somalia","SOM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","0.0517","0.07454","0.15428","0.15685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.75612","91.41561","91.05135","93.57634","94.2485","94.31706","93.22811","94.5781","93.89724","92.92801","92.5323","","","",
"Sub-Saharan Africa (excluding high income)","SSA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1786","18.4075","18.96811","19.6968","20.46478","21.28134","22.37605","23.18581","23.88451","24.67609","26.39413","27.77462","29.46311","29.95311","30.45178","31.4582","32.10849","32.91337","33.28841","33.6477","33.97774","","","",
"South Sudan","SSD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09431","","","","4.49366","","","","","","",
"Sub-Saharan Africa","SSF","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.18514","18.41375","18.9741","19.70322","20.4707","21.2874","22.38181","23.1918","23.88964","24.6815","26.39904","27.77916","29.46706","29.9541","30.45422","31.46142","32.11148","32.91653","33.29172","33.6509","33.98075","","","",
"Small states","SST","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","39.33776","41.41874","42.55757","43.14823","43.57612","44.00972","44.58664","43.72112","43.71771","43.90189","43.76515","44.05335","44.13203","43.9783","44.12591","43.91085","44.91721","46.09923","46.60364","46.93467","47.50834","48.41054","49.31546","50.0751","49.59936","49.9941","50.51674","51.16664","52.52891","53.1705","54.72588","55.48825","55.72598","56.05392","56.32618","57.11752","57.58918","57.55182","57.77065","57.79338","58.16581","58.15793","58.49717","58.7646","","","","",
"Sao Tome and Principe","STP","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.80183","","","","","","","","","","","","","","","29.27558","26.06751","32.21784","","34.0617","33.05935","35.06274","36.14533","50.03","","57.39707","64.31308","68.83567","","","","","","",
"Suriname","SUR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.14943","54.43118","","","","","","","","","","","","","","","","","","","","","49.92067","55.80119","56.76645","57.87462","60.35617","60.68717","63.96008","","","","","","",
"Slovak Republic","SVK","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.66066","86.81397","88.93781","88.56987","87.78335","87.16633","86.5723","86.4257","86.40775","86.16452","85.9324","84.86863","84.78667","85.34023","85.60965","85.3043","","","","",
"Slovenia","SVN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.41642","91.67461","93.07391","93.20744","93.20608","93.42478","92.52106","92.28438","92.16514","93.5662","93.68166","94.20675","94.65004","94.67958","94.87187","95.96427","95.57794","97.34698","96.34596","96.62219","","","","",
"Sweden","SWE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.03463","85.29872","85.77267","86.97444","90.74521","93.94418","95.90112","97.91437","98.30114","","97.88035","97.32263","95.82907","97.79684","98.59507","100","100","99.72326","98.44464","97.17291","95.08476","93.08986","91.6258","92.5291","94.28945","96.51499","99.46348","","","","","","",
"Eswatini","SWZ","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","11.3439","12.98039","","17.67536","19.92775","21.42689","23.70838","","","","","","","","","","","","","","","","","","","","","36.52322","35.73715","33.9831","33.00467","36.61623","35.70536","38.75385","38.37517","35.23012","29.41422","","39.34228","40.64823","41.86797","43.27996","42.99185","45.50959","47.09057","","","","","","",
"Sint Maarten (Dutch part)","SXM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.16245","","71.60574","","","","","","","",
"Seychelles","SYC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","49.04622","","","","","","","","","","","","","","80.01516","84.08163","82.72211","83.30769","","90.2507","68.99295","68.48823","74.84082","73.31112","77.79879","78.71105","84.59556","","83.00641","81.08599","80.33456","77.01671","","","76.17997","75.44134","80.37404","84.79638","84.44895","82.59028","","","",
"Syrian Arab Republic","SYR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","14.57018","","20.21817","21.58367","22.94764","25.1567","27.31791","28.7257","30.62815","31.27506","30.00673","","","","","","","","","","","","","","35.25775","35.4178","35.76629","36.61892","36.97529","37.84165","39.04989","39.29134","55.84693","59.39974","62.79255","62.90708","65.10803","65.98292","66.35944","66.96466","68.75115","72.18354","48.07895","","","","","","","","",
"Turks and Caicos Islands","TCA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88696","3.20392","3.47346","4.24727","5.06256","5.24391","","","","","","","","","","","","11.97697","12.28557","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.04937","59.42648","60.51936","61.54908","62.01699","63.87146","65.92082","67.32756","68.70031","70.97545","71.05281","73.0879","75.24783","76.98839","76.80508","77.69285","80.50371","80.36012","80.50683","80.24399","80.78035","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.18199","80.12551","81.70009","83.26107","83.2657","83.53492","81.9239","80.52076","81.44559","82.21514","82.42758","82.25547","84.06752","85.50571","86.17306","88.08148","88.75577","89.02745","88.36345","88.61093","88.0361","","","",
"Togo","TGO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59614","","","","","","","","12.28977","15.32997","","","","","","","","","","","","","","","","","33.45215","","","","",
"Thailand","THA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","13.34352","14.94187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.82825","77.49411","78.74402","81.63628","81.23548","83.89367","79.2996","","82.48332","77.54404","","","","","","",
"Tajikistan","TJK","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.89816","65.04342","65.89208","68.39591","","71.82291","71.8415","72.29838","74.18991","76.65399","77.56467","77.95213","78.77399","","","","","","","","","","",
"Turkmenistan","TKM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.22071","66.66902","67.51834","68.51491","69.59586","67.99845","69.24023","70.37555","71.12619","71.58807","74.01598","74.79004","75.03588","75.29258","74.79326","77.82527","78.33547","78.38621","79.11001","78.84201","78.98677","","","",
"Timor-Leste","TLS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.12276","41.18362","42.62054","45.86296","47.65226","47.84755","51.61678","55.82333","60.67962","64.68879","67.0025","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","15.80445","15.96762","17.93135","19.39772","20.42732","22.31724","24.18791","26.08274","28.03175","29.17821","30.0819","30.78899","32.03098","33.00435","34.09824","35.27775","37.21995","38.71607","39.71158","41.06671","43.81961","44.53185","44.70194","46.32716","48.93851","49.68187","50.37218","52.23651","53.97258","55.795","57.00151","57.86574","58.60007","59.7622","60.86467","60.89001","61.25071","60.82806","62.26326","64.17043","64.36491","67.18807","67.64223","64.5343","64.86205","65.66358","66.66874","67.3266","67.83314","","","",
"Tonga","TON","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","70.94667","","","","","82.93826","","","","","","","","76.60021","","","80.40314","","","","","","","","","","","88.7915","82.96416","84.58032","83.70213","","","","","","",
"South Asia (IDA & IBRD)","TSA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.80551","33.97282","34.97668","36.88717","38.99922","40.04722","41.93262","43.36306","45.346","47.45936","47.73063","50.50826","52.92137","55.34663","57.33574","57.93256","58.25063","58.6056","60.23083","60.07847","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.18514","18.41375","18.9741","19.70322","20.4707","21.2874","22.38181","23.1918","23.88964","24.6815","26.39904","27.77916","29.46706","29.9541","30.45422","31.46142","32.11148","32.91653","33.29172","33.6509","33.98075","","","",
"Trinidad and Tobago","TTO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","36.06728","36.31373","","","","","","","","","","","","","","","","","","","","","68.02336","","","","","","","","","","","75.16607","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","14.89764","15.86933","16.72053","","","21.99759","23.77651","26.18833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
